,2009,2010,2011,2012,2013,2014,2015,2016,2017
2314,59518,60364,70101,51648,48523,70463,70544,69897,69588
2315,58396,59113,69343,49456,46495,69797,69704,69089,67960
2316,57245,57844,68683,47651,44608,68633,68732,67922,66288
2317,56355,57583,67871,46369,43425,67269,67712,66866,64924
2318,54872,57281,66324,45784,43116,65439,65469,65059,63904
2319,54981,57614,65568,46571,44491,64500,64413,64549,63802
2320,55725,58702,65167,48544,46874,64178,64443,64782,63392
2321,56188,60157,64885,49728,48133,64774,64560,64922,63056
2322,57518,62315,65053,51116,49954,65517,65252,65289,62436
2323,54675,60031,62161,49983,49616,62591,62927,62482,59190
2324,50647,55917,58120,48493,49464,57920,59752,58203,55723
2325,45045,51061,52068,44361,46209,52577,55367,53242,51775
2326,41131,47009,47678,40740,43016,49104,51342,49424,48045
2327,39165,46344,45927,38627,41416,47008,49201,47285,45766
2328,38260,45898,44824,37344,40985,45802,48125,46364,44517
2329,38735,46174,45256,37273,41886,45963,48702,46873,44246
2330,40189,47478,46871,38219,43726,47698,50208,48416,44460
2331,44210,49996,50756,39335,48006,52043,53678,52291,45129
2332,51373,55686,59333,40272,56420,61017,60290,60331,46839
2333,57156,60084,64673,42308,61163,66709,65311,65286,49339
2334,59787,62344,67577,45464,62848,69691,68345,68006,53421
2335,60200,62508,68020,48351,64033,70501,69676,69158,56140
2336,60350,63403,69326,49558,65226,72063,70713,70475,57382
2337,61246,63772,70686,50082,66354,72915,71562,71371,57711
2338,60235,62734,70060,50195,65963,71957,70768,70543,56510
2339,59248,61844,68384,49185,65531,71504,69743,69886,54474
2340,58076,60654,66425,47920,64267,70039,68051,68815,52780
2341,56984,60181,64931,47160,63131,68810,66444,67606,51776
2342,55808,59350,63401,45726,60815,67273,64244,65793,51098
2343,55959,59375,62991,45581,59787,66930,63398,65325,51531
2344,55999,60540,62845,45545,59537,66983,63387,64861,52225
2345,56330,61558,62336,45311,59944,66775,63803,64555,52378
2346,57047,62436,62232,45652,60027,66606,64456,64686,52738
2347,54153,60270,59834,44082,57360,63438,62370,61967,51200
2348,50518,56923,56262,43091,54451,59314,59050,58280,48970
2349,45317,52143,51374,39753,49554,54001,54671,53769,45403
2350,41111,48805,46989,36595,46095,50211,50691,50137,42285
2351,39055,47004,44643,34468,43996,48348,48384,47995,40201
2352,38196,47168,43268,33642,43238,47491,47380,47180,39315
2353,38124,47480,43003,33551,43784,48139,48059,47734,39312
2354,39831,48755,43541,34549,45495,49924,49763,49281,39763
2355,43100,50650,44168,35233,49151,54134,53400,53078,40097
2356,49110,55712,45435,35337,56403,62044,59661,60525,40005
2357,54286,60940,48356,36852,61303,67091,64555,65536,41839
2358,56984,63342,52553,40526,63460,69367,67123,67958,45557
2359,57317,63699,55224,44013,64099,70165,68129,68603,48644
2360,57836,64238,56894,45541,65558,71235,69211,69492,50473
2361,58459,64615,57769,46344,66739,72222,70012,70116,51937
2362,57023,63203,56551,44843,66529,71310,69087,69251,50919
2363,55654,61453,54664,41768,66394,70457,68049,67894,48566
2364,53934,60080,52556,39853,64567,69305,66515,66056,46541
2365,52692,59192,51335,38282,63104,68283,65196,64685,45462
2366,51256,58531,50498,37098,61530,66470,63022,63241,45467
2367,51176,58804,51009,37778,60963,66377,62330,62958,46571
2368,51323,59345,51821,38192,60896,66161,62008,62576,48315
2369,51090,59684,51307,38335,60448,66163,62437,62116,49255
2370,52318,59660,51956,40017,59742,66137,63353,61883,51372
2371,50240,58043,50693,39966,57368,63496,61425,59268,51138
2372,46935,55156,48788,39352,54480,59323,57686,55778,50547
2373,42105,50862,45141,37305,50028,54063,53070,51535,47316
2374,38372,47032,41440,35147,46392,50163,49471,47776,44707
2375,36265,45363,39122,33699,44408,47953,47262,45523,42996
2376,34876,44284,38160,32884,43484,46760,46303,44422,42607
2377,34372,44980,37926,33076,44111,47206,46869,44302,43079
2378,34382,45727,38323,34257,45883,48773,48574,44619,45177
2379,34499,45524,38821,34754,49310,53055,52394,45274,49910
2380,33711,44581,38264,34746,56290,61365,58785,46625,57676
2381,35379,46055,39555,36448,61466,66907,63802,49420,63024
2382,38400,49562,43716,40015,64423,69763,66911,53344,65805
2383,40300,52002,47334,43768,64805,70114,68083,56259,66790
2384,41221,52625,49783,47303,66141,71188,69269,57560,68288
2385,43072,53417,51988,50413,67265,72071,70048,57683,69821
2386,42095,52016,51154,50295,66561,70977,68742,56581,69130
2387,39216,50381,48476,47932,65719,69984,66988,54561,68468
2388,37300,49354,46428,46210,64616,68715,64923,52460,67168
2389,36358,49101,45202,44742,63911,67698,63167,51559,66080
2390,36651,48724,44624,43832,62713,66355,61524,51161,64673
2391,38506,50101,45904,44398,62236,65976,61061,51975,64434
2392,40790,51324,48048,46261,61877,65733,60658,52950,64206
2393,42035,51810,48942,47519,61105,65718,60471,53116,63909
2394,44554,51605,50980,48701,60488,65432,61304,53181,63668
2395,44688,50346,50780,48342,58465,62686,59263,51486,61048
2396,42661,49216,49334,48061,55224,58329,56006,49555,57064
2397,38815,45617,45316,44980,50156,53214,51778,46127,52475
2398,35375,42750,42347,41920,46398,49611,47899,42458,49167
2399,33169,41120,40929,39915,44156,47515,45615,39958,47248
2400,31963,40738,40254,39337,43250,46376,44340,38606,46375
2401,31539,41402,40876,39956,43900,46858,43978,38277,47055
2402,32231,42194,43084,41273,45522,48569,44538,38753,48654
2403,33728,42018,47845,44449,48940,52934,45459,39163,52483
2404,34797,40856,57602,50935,56135,60701,46580,39227,59350
2405,37648,40764,63304,56914,61270,66274,49131,40921,64184
2406,40867,42690,66096,61956,63831,68935,53262,44789,67076
2407,42988,44880,66903,64539,64641,69638,56451,48099,68372
2408,43741,47281,68051,66451,64992,70606,58155,50591,69236
2409,44179,49669,69511,68701,65771,71386,59240,52792,70023
2410,43648,48811,69058,67448,64977,70512,58486,51880,68960
2411,41828,46695,68432,65881,64399,68690,56723,49498,68006
2412,40602,45036,67011,64131,62722,66871,55003,47673,66652
2413,40145,44210,65861,61777,62264,65434,53689,46654,65696
2414,40176,43890,64302,59675,61208,64025,53182,46127,64222
2415,41578,45559,63535,58778,61084,63648,54035,47476,64072
2416,43080,47733,63039,58966,61011,63463,54840,49360,63802
2417,43349,49070,63003,59274,60864,63099,54956,50152,63760
2418,44506,50879,63434,59792,60368,63013,54486,51726,63725
2419,43507,51158,61257,58355,58074,60559,52375,51453,61367
2420,41464,50979,56480,55883,54722,56761,50325,50417,57569
2421,37535,47566,50875,51427,50005,52346,46795,46746,52993
2422,34153,45253,46392,48022,46320,48296,43413,43881,49702
2423,32091,44325,44793,45818,43844,45778,41161,42196,47829
2424,30913,43929,44024,44905,42767,44549,39820,41598,47004
2425,30112,44859,43679,44966,43345,44681,39701,42430,47520
2426,30378,46613,45414,46570,44865,45070,40093,44593,48834
2427,31205,49443,49866,50091,48806,45911,40303,49409,52288
2428,30911,56843,59215,56683,56110,47050,39981,58442,59433
2429,32540,62507,65221,61612,61307,50252,41752,63774,64442
2430,35522,65036,68133,64514,63551,54514,45166,66244,67210
2431,37536,65552,68974,65714,64737,57532,48342,66885,68000
2432,38477,66529,70528,67491,65208,59215,51065,67870,69128
2433,40018,67202,72363,68681,65356,59549,53063,68835,70057
2434,38265,65970,71194,67612,64565,58307,52126,68011,69080
